,text
227,"@milcontra @maucantara O meu note atual é um Samsung bem atualizado, e tem em dual boot o Ubuntu 21.10 e o Windows 11.

O Ubuntu, mesmo com a interface do Gnome, que as pessoas acham pesada, dá uma surra no Windows."
228,"Meu notebook está pedindo pra atualizar p o Windows 11, já está seguro, alguém sabe? o pc no meu amigo deu pau e ele teve q formatar 2 vzs pra resolver, por isso o meu medo."
229,"2/ Achei bem estranho e fuçando descobri que do nada ele mudou o diretório do meu profile pra outro path, c:\users\temp, por isso tava tudo zerado. Você consegue ver seu user profile path e mudar assim:

https://t.co/wlVvXDUcpp"
230,"1/ Curiosidade, ontem eu apliquei um update do Windows 11 que reiniciou a máquina. 1a vez que tive problemas. Quando voltou e tentei logar, meu user profile tava zerado, como se tivesse acabado de instalar. Voltou tema default, nenhum icone no taskbar, browser sem history etc"
231,"""amo o windows 11 pq ele tem cantos arredondados""

entao xama no windows xp https://t.co/mI5fid62tW"
232,"TSE, MINHAS PERGUNTAS: - QUAL A IDADE DO SEU SERVIDOR E QUE SISTEMA OPERACIONAL USA ?  TEM ANTIVÍRUS ? A SENHA É 1234 ? O MONITOR É DE FÓSFORO VERDE OU ÂMBAR ? O TERMINAL É UM PC-XT COM 640Mb RAM COM WINDOWS 3.11 ? https://t.co/JOSZamq7ki"
233,eu gostei do windows 11
234,"Apaixonada pelo Windows 11 como nunca fui pelo 10.

Me recordo do lançamento e da minha resistência em atualizar meu antigo note para ele e quando o fiz o arrependimento feio forte. Mas agora com o 11 estou muito no amor ♥"
235,"@magnuswilian Pior erro da minha vida foi atualizar o windows 10 pro 11, interface horrível, e ainda por cima é muito lento, passei tanta raiva que tive que formatar e baixar novamente o 10"
236,"💻 Agora todos os usuários do Windows 11 podem usufruir do acesso nativo ao Android. É possível baixar mais de mil aplicativos e jogos através da Amazon App Store Preview.
https://t.co/iI2rqBEP3j"
237,Windows 11 vai obrigar a todos a ter uma conta da Microsoft para poder instalar esse sistema medonho. Essa é a melhor hora para mudar para #gnu #linux https://t.co/kC7HwXKUxx
238,O notebook mostrando que pode atualizar pro windows 11 e nem sei se o bixinho ia aguentar
239,"Atualizei do windows 10 para o 11 via windows update e minha máquina ficou assim, alguém sabe oq fazer? @MicrosoftBr #Windows11 #updateToWindows11 https://t.co/FmkB5pbqkJ"
240,Meu computador começou a atualizar pro Windows 11 sozinho e não tem hacker nesse mundo que faça ele mudar de ideia meu Deus do céu socorro
241,@Tec_Mundo O início de um possível Windows 11 Mobile?
242,"vou fazer do meu pc pq to sem celular 

♡ Tela de bloqueio n consegui printar mas é o normalzin do Windows 

♡ Tela inicial
♡  Última música que ouviu
♡  11° Imagem da galeria
~Marque 5 amigos n tenho quem marcar https://t.co/N6YMO9c9u8 https://t.co/zTrQ1b4OvS"
243,"[MAIS LIDAS DA SEMANA] Novidade do Windows 11 é fruto de uma parceria com a gigante Amazon; mais de mil aplicativos e jogos estão disponíveis para download

https://t.co/yx7CRfx1iM"
244,"indo de windows 11, seja o que deus quiser"
245,@salu70220788 So esqueceu de borrar a barra de tarefas do windows 11 ali em baixo.
246,"@CharlieTango320 Sou suspeito pra falar disso, porque trabalho na área. O meu sentimento real, é que meu note ficou melhor com o 11 do que com o 10. Mas digamos que minha config é fora dos padrões. 

i7 / 32GB / SSD / GPU

No teu caso tenta ver as últimas atualizações que o Windows fez."
247,meu deus o windows 11 tá a cara do macOS
248,"Ontem fiquei todo feliz com o Windows 11.
Hoje, estou fazendo backup do backup com medo do meu hd de backup ir pro saco.

ai ai, amor e ódio por computador é troios"
249,@IratusPorcum Eu nem quero atualizar pro Windows 11. Cada windows novo é pior que o antigo.
250,Merece la pena actualizar a windows 11 o klk
251,"@CharlieTango320 Calma jofffeeeem... Se a última atualização deixou ele lento, você pode fazer duas coisas, remover o último update manualmente, ou se a máquina já for mais idosa tentar um Linux com interface cover do Windows. Mas aqui, o Windows 11 funciona bem. 🤭😂"
252,"@vinizuelano Falando em atualização, compensa ir pro Windows 11?"
253,"@sangikitty atualizou pra Windows 11??? eh q eu tô vendo mta gente falando mal e mta gente falando bem dessa att, qria saber se meu notebook c processador de um microondas vai aguentar ou nn"
254,@gabrielkabral Bow and arrow no Windows 3.11 já tinha isso https://t.co/6lBZlpwa2r
255,"windows 11 tá pessimo, nao atualizem"
256,queria atualizar meu notebook pro windows 11 mas não sei como faz https://t.co/7pC0Do0Cel
257,windows 11 torrando meu processador eu nem tava vendo esse fdp
258,"windows 11 ficou com Deus, vai ser bugado lá na casa do chapéu"
259,Com toda essa frescura de pré-requisitos... Alguém tá usando o Windows 11?
260,@arthurodriges Nossa mas eu amei tanto o design do Windows 11 🤡
261,Windows 11 é tão feio puta que pariu
262,"@dalkkyun Nos alegra muuuuito saber que está gostando do Windows 11! 🙌 ❤️ Continuaremos trabalhando para que o sistema melhore cada vez mais!

Caso queira conhecer alguns dos recursos novos, dê um pulo neste artigo que fizemos com muito carinho: https://t.co/jnKfyXo4VY."
263,"@Wiiills vou ter que comprar um notebook, medo de vir com essa porcaria de windows 11, o windows 10 é perfeito, só fizeram o 11 por causa de contrato com as montadoras de pc (dell, samsung, asus etc)"
264,"nossa o windows 11 é muito bonito, eu amei demais"
265,"A Microsoft está querendo trazer uma atualização que melhora em até quatro vezes a velocidade do Windows 11.

Vocês têm expectativas nesse recurso novo ou acreditam que isso vai floopar? https://t.co/ZzlLLVN4Q2"
266,"Meu computador veio com Windows 11 mt feio esse design, e vamos de fazer um design q preste"
267,"bom dia pra razão dos meus sonhos, suspiros e sorrisinhos bobos pra tela: windows 11"
268,todo dia tem atualização do windows 11 pqp
269,"toda hora meu notebook pedindo pra atualizar pro windows 11, eu deveria?"
270,MAS QUE RAIVA COMO QUE TIRA A FOTO DE PERFIL NO WINDOWS 11
271,Não esperava: meu computador ficou consideravelmente mais rápido com o Windows 11
272,"@MrLinkEc Empezando Con DOS, Windows 3.11… falta Windows ME"
273,Windows 11 é a coisa mais horrenda já criada
274,@LDLC Windows 11 par contre 😬
275,Ainda não tive coragem de atualizar para windows 11.
276,Windows 11 fica quatro vezes mais rápido! Experimente já https://t.co/JvBpJBzw4b https://t.co/KVLkb76rtm
277,A saga do Windows 11 continua (os BUGS também) https://t.co/9KbmzyoapC
278,"Notebook Samsung Book Intel Core i3 4GB
de R$ 4.099,00
de R$ 2.975,07
à vista (7% de desconto)

Só hoje no #magazinelucianonunez 

Clica no link abaixo e aproveita

https://t.co/96FhG4o7Xo"
279,"Não teve jeito, voltei para o Windows 10, muito melhor que essa merda de Win 11"
280,O bom de ter dois SSDs na máquina é poder fazer dual boot. Windows 10(ugh) e Debian 11 Gnome (yes).
281,vc n é o windows 11
282,O processo de instalação do Windows 11 Pro precisará de uma conta da Microsoft https://t.co/R8rVsEbQ9L
283,"Instalar o Windows 11 Pro? Então precisa de uma ligação à Internet e uma conta Microsoft

A Microsoft tem tentado levar os utilizadores do Windows 11 a abandonar as contas locais e passar a basear tudo na Internet e nas suas contas online. Este é um proc… https://t.co/gmBSdehCNf https://t.co/I7cj7gfMwz"
284,Falou o cara que fez o Windows 10/11 https://t.co/HxQfyWAQzN
285,"Microsoft voltou a mudar o que exige aos utilizadores no Windows 11
https://t.co/Nun9VJi1nM"
286,Windows 11 vai exigir internet e conta Microsoft durante instalação: https://t.co/IpKLt5ubaN
287,Vou fazer dual boot pra testar o windows 11 no meu pc e como fica o fiveM
288,O Windows 11 Pro exigirá uma conta da Microsoft durante a instalação – Review Geek https://t.co/hp2GbcuSPH
289,"Olha. O WSL 2 com o Windows 11 é uma parada linda de se ver.

Demorei pra mexer no WSL, mas curti."
290,Do nada um windows 11
291,windows 11 ta top mano pqp
292,Em breve será obrigatório ligar o PC à Internet para configurar o Windows 11 Pro pela primeira vez https://t.co/0tNq2dSSGb
293,"@raaf1989 amigo vc tá no Windows 11? se sim, baixe as atualizações de fevereiro que vão corrigir o uso do disco"
294,"windows 11 é uma merda, levantei da minha cama e resetei o pc pro windows 10 fodase"
295,como é que o windows 11 não é compatível com o i5?
296,"@PlayVALORANT mais alguém com o mesmo problema? e só está com problema no valorant, uso uma amd radeon 540x - windows 11, se não me engano, o sistema atualizou, ultima vez que desliguei https://t.co/9iyQhCyjIu"
297,"Burlei os requisitos do Windows 11 pra atualizar meu PC (tô usando no notebook desde o ano passado e tô adorando)

O PC travou na tela da bios e desesperei, descobri que tirando alguma USB ele funciona????

Agora esperar terminar de instalar e é isso aí \0/"
298,"Cara, desisto do windows 10 nessa merda
Essa desgraça simplesmente n quer rodar no meu pc cara wtf vou de 11 e que se foda"
299,atualizações do windows 11 tá horrível tmlc quase fazendo um downgrade
300,O ano mal começou e já cometi meu primeiro grande erro: atualizei meu notebook para o Windows 11.
301,"@piruebis é a última update do Windows 11, eles consertaram uns problemas que vieram no lançamento

outra coisa que eu gostei que eles ajeitaram foi o relógio no canto da tela em monitor secundário"
302,"Esse negócio de ser obrigado a usar uma conta da Microsoft vai ser a parte mais chata do Windows 11.

Espero que isso não deixe o login demorado. https://t.co/5W4dvEdUDX"
303,"Meu Deus, como o Windows 11 tá bonito, por que eu demorei tanto pra migrar?"
304,Tomei coragem pra atualizar meu PC para o Windows 11.
305,"@windowsbr por favor criem o windows 12, cansei do meu amorzinho @lalahhhz não para de reclamar do 11, não aguento mais"
306,eu literalmente esqueço q eu sou a única pessoa q usa windows 11 🥸
307,"@PedroHe15110887 @PastorXbox @XBOriginals No Alpha Skip Ahead, vou receber o Windows 11 mas não vou receber a função primeiro que os outros ciclos, o próprio perfil do Xbox insider disse que nós do Skip Ahead recebe a função depois q outros ciclos testaram, mas o sistema operacional receberão mt depois de mts testes."
308,"@xRenanferraz @PastorXbox @XBOriginals Isso aí, ver o design bonito do windows 11 e ver o Xbox com o design antigo dele é bem bizarro, tomara que não façam mudanças tão drásticas apenas que melhorem"
309,"Meu pc novo da empresa atualizou sozinho pro windows 11 e simplesmente, apesar de n querer, achei uma mudança BRUSCA de vdd de design. Tava precisando de mudança msm"
310,"Ah que ótimo. Meu note resolveu não conectar mais no wi-fi e nem trocar a rede tô conseguindo, pq tá tudo diferente nesse Windows 11 🤯🤯🤯"
311,meu note voltou pra casa🙏🏻 mas adeus windows 11
312,@caacouti esse aqui com cupom 100NOAPP https://t.co/6hMRVo6xnr
313,"Alegria de pobre dura pouco mesmo.
Fiquei todo feliz com o windows 11 e um dos meus 3 hd's aparentemente QUEIMOU.
E foi justamente o de backup.
kkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkrying"
314,medo de atualizar pro windows 11 e não gostar
315,Ainda não acostumei com esse Windows 11
316,O dia todo sendo estuprado pelo sistema da Conectividade Social da Caixa... 20:03h a atendente do 0800 sugere que eu formate minha máquina (nova) com Windows 11 e retorne para o 10 pq eles não tem suporte que atenda o W11 kkkkk piada... a @Caixa é péssima em todos os sentidos.
317,@kiodaisy Windows 11 só ficou mais lento e com layout de macbook
318,"@zangguk Notebook Acer Aspire 5, AMD Ryzen 5 5500U, 8GB RAM, 256GB SSD, Tela 15,6"" Full HD IPS, Windows 11

R$ 3.412,07 à vista
R$ 3.678,00 até 10x sem juros

Link: https://t.co/0znsybT3eh

BAIXE O APP SHOPTIME, ABRA O LINK E APLIQUE O CUPOM ""SHOP200"" PARA CHEGAR AO VALOR"
319,"Notebook Lenovo IdeaPad 3i Intel Celeron N4020 Dual Core, 4GB, SSD 128GB, Windows 11, 1...

🙁 SUBIU e AGORA CUSTA: R$ 2.999,90 + (36.37%) 

📈 AUMENTO de + R$ 800,00

🛡️ 9819a6733b4a9e65dc754b25e1485bf6 https://t.co/80fU9wpQbl"
320,Atualizando essa thread: Usei Windows 11 por um mês e não 6 como esperava. Instalei o Pop OS e tenho usado ele desde outubro. Estou gostando muito e não penso em trocar. Instalei no meu notebook e no meu desktop. https://t.co/yUwZt9y4aQ
321,será q vale realmente apena instalar o windows 11? 🤨
322,Meu problema de hoje: odiando que atualizei a merda do computador para o windows 11 pq depois disso não consigo ouvir mais porra nenhuma com meu fone por bluetooth que odioooo
323,Qual o preconceito com o windows 11?
324,"@mmaethe Perigoso ele voltar com o windows 11, se vc já n estiver usando ele"
325,Utilizadores do Windows 11 vão precisar de uma conta Microsoft https://t.co/hFFIxCg7WB
326,"@guilhermeriber0 @Avast Tá no Windows, era defender. No 10/11 acho que é só ""antivírus"" mesmo"
327,O Windows 11 é interessante https://t.co/WKl3afAhjK
328,"A #Microsoft liberou uma nova distribuição do Windows 11 para Insiders. Fonte: https://t.co/890uyDoEv9

#GMsectec #Brasil"
329,Meu conhecimento de Fallout é Fallout 4 e New Vegas. Preciso terminar o 3 mas ele não tá rodando de jeito nenhum no Windows 11.
330,O meu pc atualizou pro Windows 11 do nada¿¿
331,help: meu PC tá me oferecendo o Windows 11 devo baixar e instalar? vale a pena?
332,"Pessoas q tão usando o windows 11 já, ele é bom? Vale a pena atualizar do 10?"
333,"ATENÇÃO! Olha essa super máquina da @DellnoBrasil, com placa NVIDIA RTX 3050, 16GB e 512GB de SSD com Windows 11 e Processador Intel Core de 11ª geração! Aproveita que tem baita cashback pra você que comprar pelo SuperApp @magazineluiza https://t.co/tWYMUZTDzO #dellgaming #Publi https://t.co/LyjOmt4hAa"
334,Atualizei o pc para o Windows 11 e isto está a dar-me um bocado de ranço 😐
335,"Notebook Positivo Motion C Intel Celeron Dual-Core – 4GB 120GB SSD 14” LED Windows 11

R$ 1.899,00 à vista
ou em 10x de R$ 189,90 sem juros!

com frete grátis e entrega a jato!

https://t.co/PlJnKcv8tG

#notebook #positivo #magalu #ofertas #oferta #promo #promocao #promocoes"
336,EU TE ODEIO WINDOWS 11
337,Seu PC com Windows 11 pode executar aplicativos Android? https://t.co/x67pCpsony
338,Microsoft começa a testar novas funcionalidades para o Windows 11 https://t.co/y27m6bMBdK
339,@karinefetti É com base nas suas preferências apontadas em algum momento da instalação do windows 11. Aqui no meu é sempre paisagens naturais
340,"@germanojrrr Olá, tudo bem?
Ficamos felizes por você ter gostado do Windows 11!
Saiba muito mais sobre o mais novo sistema operacional da Microsoft, para isso, clique nos links abaixo e fique por dentro de mais novidades:
https://t.co/MP4POEnElh.
https://t.co/3aoaOKU7ZV."
341,Obrigado Microsoft por inutilizar meus atalhos no teclado sem fio com o Windows 11
342,Windows 11: veja requisitos para rodar apps Android no PC https://t.co/h2fGcIYEWV
343,"ent alguém sabe como arruma isso? Pra eu instalar o windows 11 eu preciso remover esse app, mas eu n tenho esse app ent n tem como eu remover https://t.co/toIwNyR9HM"
344,"@jlucasgp Sei não. Mas se em algum momento você adquirir tais produtos, ""pobre"" sairá do seu vocabulário.

Outra: como conseguiu duas instâncias de OneDrive no Windows 11? https://t.co/V7HnfhA8AI"
345,Microsoft atrasando a minha vida com esse Windows 11 de satanás
346,dou 1000 reais se algm me ajudar a desfazer a burrada de ter instalado windows 11 no pc
347,poxa eu amei o windows 11 no meu notebook.
348,Aberto até de Madrugada: Windows 11 vai exigir internet e conta Microsoft durante instalação https://t.co/sNfsj9reEV
349,"Notebook Asus M515, Intel Core i3 1115G4, 4GB RAM, 256GB SSD, Windows 11, Tela 15,6"" HD

R$ 2.723,89 à vista
R$ 2.940,59 até 10x sem juros

Link: https://t.co/cXkhSVTBWk

BAIXE O APP SHOPTIME, ABRA O LINK E APLIQUE O CUPOM ""SHOP200"" PARA CHEGAR AO VALOR https://t.co/iB8nDObVwf"
350,Windows 11: Requisitos mínimos de hardware para execução de Apps Android™ https://t.co/d08xhkVtiF
351,Windows 11 Pro prepara-se para receber uma má notícia! https://t.co/pvVtkPdVRC https://t.co/EW0IClDOUR
352,A Microsoft parece que gosta de enaltecer o ranço que tenho pelo Windows. Ainda mais agora com essa MERDA de Windows 11
353,Windows 11 vai exigir internet e conta Microsoft durante instalação https://t.co/eny0MSxAyP
354,Baixei Jogo na Loja do Windows 10 Sera que Presta? - Pro 11 https://t.co/Jt53YKAfQT via @YouTube
